Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
25/01/2019,114 sean mhuileann tralee kerry,,Kerry,"�62,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,115 cluain bui quinagh carlow,,Carlow,"�171,270.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,118 drive kill st lawrence airport road,,Waterford,"�220,264.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,12 addison hall glasnevin dublin 11,Dublin 11,Dublin,"�317,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,12 ard na ri long lane letterkenny,,Donegal,"�34,700.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,12 dun eimear close bettystown,,Meath,"�233,480.18",No,Yes,New Dwelling house /Apartment,
25/01/2019,12 rosebury hill newbridge kildare,,Kildare,"�242,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,12 st flannans st nenagh tipperary,,Tipperary,"�55,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,122 dolphin rd drimnagh dublin 12,Dublin 12,Dublin,"�160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,125 beech park easton rd leixlip,,Kildare,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,129 kings court parnell st dublin 1,Dublin 1,Dublin,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,13 carlinn gardens mullarharlin road dundalk,,Louth,"�211,453.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,13 fairways park finglas east dublin,Dublin 11,Dublin,"�392,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,13 dale broadmeadow vale ratoath,,Meath,"�286,343.61",No,Yes,New Dwelling house /Apartment,
25/01/2019,131 carrigmore crescent citywest saggart,Dublin 24,Dublin,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,134 gleann na ri druid valley loughlinstown,Dublin 18,Dublin,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,139 barton rd east churchtown dublin 14,Dublin 14,Dublin,"�592,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,14 grangeabbey abbey road monkstown,,Dublin,"�440,528.64",No,Yes,New Dwelling house /Apartment,
25/01/2019,14 shackleton gate shackleton park lucan,,Dublin,"�295,153.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,14 slane rd crumlin dublin 12,Dublin 12,Dublin,"�312,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,14 st brigids villas navan meath,,Meath,"�197,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,146 beatty park celbridge kildare,,Kildare,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,15 cluain clonmacken limerick,,Limerick,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,15 citywest village green south citywest village,,Dublin,"�317,180.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,15 willow court druid valley cabinteely,Dublin 18,Dublin,"�515,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 harbour walk tullamore offaly,,Offaly,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 irishtown foxford mayo,,Mayo,"�80,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 luttrellstown dale castleknock dublin 15,Dublin 15,Dublin,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 melville dr cityside meakstown dublin 11,Dublin 11,Dublin,"�237,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 pairc na gcapall kilworth fermoy,,Cork,"�146,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 rosse court heights balgaddy rd lucan,,Dublin,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,16 st johns park ave sandymount,Dublin 4,Dublin,"�730,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,17 clonee court main st,,Meath,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,17 courtyard cornadarragh belturbet,,Cavan,"�92,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,170 hermitage borris rd portlaoise,,Laois,"�232,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,177 blarney st cork,,Cork,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,18 college green wexford,,Wexford,"�230,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,18 erris bay boyle roscommon,,Roscommon,"�171,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,18 raheen park tallaght dublin 24,Dublin 24,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,18 ramblings piercestown wexford,,Wexford,"�249,950.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,19 walk elsmore jigginstown,,Kildare,"�325,947.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,2 rathmill glen rathmill manor rathcoole,,Dublin,"�348,017.62",No,Yes,New Dwelling house /Apartment,
25/01/2019,2 corran cul ard carrigtohill,,Cork,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 armstrong walk woodville park dublin,Dublin 5,Dublin,"�330,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 brentwood crecsent earlscourt dunmore rd,,Waterford,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 chieftains dr chieftains way balbriggan,,Dublin,"�253,100.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 dromkeen view church hill innishannon,,Cork,"�308,370.03",No,Yes,New Dwelling house /Apartment,
25/01/2019,2 gleann petit mullingar,,Westmeath,"�299,559.47",No,Yes,New Dwelling house /Apartment,
25/01/2019,2 mountleader millstreet cork,,Cork,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 rose lawn pouladuff cork,,Cork,"�265,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 sycamore grove park cabinteely dublin 18,Dublin 18,Dublin,"�620,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,2 drive abbeygate ferrybank,,Waterford,"�175,000.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,20 beechwood heath beechwood hansfield,Dublin 15,Dublin,"�431,718.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,20 st michaels park portarlington laois,,Laois,"�97,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,21 alexander court fenian st dublin 2,,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,21 temple woods greenhills road,Dublin 24,Dublin,"�334,801.77",No,Yes,New Dwelling house /Apartment,
25/01/2019,21 brambles pembroke wood passage west,,Cork,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,21 white pines meadow stocking avenue rathfarnham,,Dublin,"�365,600.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,22 grange view rd clondalkin dublin,Dublin 22,Dublin,"�238,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,22 wellington sq wellington st waterford,,Waterford,"�65,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,221 st werburghs malahide rd swords,,Dublin,"�580,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,23 oakland dr greystones ennis rd,,Limerick,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,23 stables duffs farm termonfeckin drogheda,,Louth,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,23 view woodside bettystown,,Meath,"�236,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,24 belgrove lawn chapelizod dublin 20,Dublin 20,Dublin,"�585,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,24 highfield grove caherslee tralee,,Kerry,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,25 derheen thurles tipperary,,Tipperary,"�45,660.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,25 inis glora ballinalack westmeath,,Westmeath,"�159,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,25 gardens carrickmines manor glenamuck rd,Dublin 18,Dublin,"�449,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,26 elmwood downs letterkenny donegal,,Donegal,"�127,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,26 seafort ave sandymount dublin 4,Dublin 4,Dublin,"�763,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,26 seaview drive cnoc na mara blackrock,,Louth,"�352,422.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,26 slane road crumlin dublin 12,Dublin 12,Dublin,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,27 cedarview northwood santry demesne,Dublin 9,Dublin,"�436,124.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,27 ravenswood ave dublin 15,Dublin 15,Dublin,"�325,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,27 ridgewood green swords dublin,,Dublin,"�465,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,28 larchfield rise yewwood youghal,,Cork,"�115,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,28 longfield dr longfield ardgeeha upper,,Tipperary,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,29 oliver plunkett park kentstown village navan,,Meath,"�123,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,29 templeville punches cross ballinacurra,,Limerick,"�290,748.89",No,Yes,New Dwelling house /Apartment,
25/01/2019,2a sancta maria church st sligo,,Sligo,"�87,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,3 cedar court charleville cork,,Cork,"�165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,3 druids court rathscanlan swinford,,Mayo,"�92,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,3 elder heath downs elder heath kiltipper road,Dublin 24,Dublin,"�264,317.80",No,Yes,New Dwelling house /Apartment,
25/01/2019,3 ruanbeg close ruanbeg manor dublin rd,,Kildare,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,3 shackleton grove shackleton park lucan,,Dublin,"�317,180.62",No,Yes,New Dwelling house /Apartment,
25/01/2019,3 warehouse clanbrassil terrace blackpitts dublin 8,Dublin 8,Dublin,"�242,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,304 riveroaks ballisodare town centre,,Sligo,"�70,440.53",No,Yes,New Dwelling house /Apartment,
25/01/2019,31 brickfield gardens newry road dundalk,,Louth,"�145,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,31 marrsfield avenue belltree clongriffin,Dublin 13,Dublin,"�343,612.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,32 chalfont rd malahide dublin,,Dublin,"�852,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,32 chalfont rd malahide dublin,,Dublin,"�852,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,32 farran park waterford,,Waterford,"�36,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,32 rathowen fermoy cork,,Cork,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,32 meadows whitefield manor bettystown,,Meath,"�330,396.47",No,Yes,New Dwelling house /Apartment,
25/01/2019,32 westfield bective st kells,,Meath,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,33 knockmore arklow wicklow,,Wicklow,"�280,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,33 marrsfield avenue belltree clongriffin,Dublin 13,Dublin,"�352,422.82",No,Yes,New Dwelling house /Apartment,
25/01/2019,33 oaklands park sandymount dublin 4,Dublin 4,Dublin,"�300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,33 shannonvale old cratloe rd limerick,,Limerick,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,33 meadows whitefield manor bettystown,,Meath,"�339,207.05",No,Yes,New Dwelling house /Apartment,
25/01/2019,34 larkfield heath clay farm leopardstown,Dublin 18,Dublin,"�546,255.50",No,Yes,New Dwelling house /Apartment,
25/01/2019,34 stillorgan gate upper kilmacud road county dublin,,Dublin,"�493,392.07",No,Yes,New Dwelling house /Apartment,
25/01/2019,34 oaks rockfield dublin 14,Dublin 14,Dublin,"�373,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,35 welwyn rd maryborough woods douglas,,Cork,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,36 millers avenue millers glen swords,,Dublin,"�321,585.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,37 hamlet avenue chieftans way balbriggan,,Dublin,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,37 mount leinster pk tullow rd carlow,,Carlow,"�120,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,38 bonaventure place greenmount cork,,Cork,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,38 kilfenora rd kimmage dublin 12,Dublin 12,Dublin,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,4 ashley close westbury clare,,Clare,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,4 cusack lawn cusack rd ennis,,Clare,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,4 harbour court new catherine st youghal,,Cork,"�142,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,4 maryborough orchard maryborough hill douglas,,Cork,"�1,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,4 way station manor portmarnock,,Dublin,"�555,066.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,4 watersedge oldtown demense naas,,Kildare,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,41 glen corrin watergrasshill,,Cork,"�242,290.75",No,Yes,New Dwelling house /Apartment,
25/01/2019,41 sonesta malahide dublin,,Dublin,"�660,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,43 broadmeadows swords dublin,,Dublin,"�318,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,43 inis alainn curraclough bandon,,Cork,"�189,427.30",No,Yes,New Dwelling house /Apartment,
25/01/2019,44 bothar na carraige lis na dara carrick road,,Louth,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,44 woodbrook lawn boghall rd bray,,Wicklow,"�412,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,45 grosvenor park leinster rd rathmines dublin 6,Dublin 6,Dublin,"�570,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,45 forts dooradoyle limerick,,Limerick,"�247,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,47 darragh park wicklow,,Wicklow,"�224,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,47 roberts hill circular road kilkenny,,Kilkenny,"�160,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,48 stillorgan gate upper kilmacud road,,Dublin,"�506,608.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,5 castlegar chapel lane mallow,,Cork,"�2,800,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,5 coill abhainn rathscanlan swinford,,Mayo,"�83,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,5 sliabh cairn kiltimagh mayo,,Mayo,"�125,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,5 sylvan bank church rd blackrock,,Cork,"�450,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,5 tara court green proudstown road navan,,Meath,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,52 glencarrick ballinode sligo,,Sligo,"�135,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,52 leeson park dublin 6,Dublin 6,Dublin,"�2,325,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,53 mary st north dundalk louth,,Louth,"�135,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,54 north glebe kildare town,,Kildare,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,55 crescent killegland st ashbourne,,Meath,"�84,763.33",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,56 liosbourne carrigaline cork,,Cork,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,57 st marys terrace portarlington offaly,,Offaly,"�123,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,59 rosse court heights balgaddy rd lucan,,Dublin,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,6 corbally rise tallaght dublin 24,Dublin 24,Dublin,"�292,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,6 manor lawn grange manor ovens,,Cork,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,6 merrion sq dublin 2,Dublin 15,Dublin,"�266,666.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,6 riverview ard sionnach shanakiel,,Cork,"�198,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,6 south dock st dublin 4,Dublin 4,Dublin,"�330,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,6 westcourt heights ballincollig cork,,Cork,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,60 aghnaharna stradbally rd portlaoise,,Laois,"�246,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,60 dowland rd walkinstown dublin 12,Dublin 12,Dublin,"�345,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,61 church st dublin 7,Dublin 7,Dublin,"�183,600.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,61 clifton grange grange rd,,Cork,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,64 woodfield galway rd tuam,,Galway,"�165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,65 ashbrook greenville lane enniscorthy,,Wexford,"�157,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,65 burnaby heights greystones wicklow,,Wicklow,"�435,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,66 court lower clanbrassil st liberty dublin 8,Dublin 15,Dublin,"�165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,66 woodlawn park churchtown dublin 14,Dublin 14,Dublin,"�900,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,68 sceilg ard headford rd galway,,Galway,"�260,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,69 faythe faythe wexford,,Wexford,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,7 beaufield green maynooth kildare,,Kildare,"�162,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,7 cois na habhainn station rd moate westmeath,,Westmeath,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,7 beeches forest park portlaoise,,Laois,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,7 welwyn road maryborough woods douglas,,Cork,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,77 castle lawns tallaght dublin 24,Dublin 24,Dublin,"�255,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,78 riverdale oranmore galway,,Galway,"�189,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,8 brooklands wicklow,,Wicklow,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,8 clanwilliam court lower mount st dublin 2,Dublin 2,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,8 millbrook apts clarkeville terrace lucan rd old dublin 20,Dublin 20,Dublin,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,8 monfield garryduff rochestown,,Cork,"�635,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,8 rathmines park rathmines dublin 6,Dublin 6,Dublin,"�650,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,82 kirvin hill broomhall rathnew,,Wicklow,"�251,787.62",No,Yes,New Dwelling house /Apartment,
25/01/2019,84 west end village blanchardstown dublin 15,Dublin 15,Dublin,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,88 ard bhaile buttevant county cork,,Cork,"�85,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,88 st annes kimmage dublin 12,Dublin 12,Dublin,"�392,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,9 castle way chancery lane golden,Dublin 2,Dublin,"�410,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,9 corbally dr westbrook lawns saggart,Dublin 24,Dublin,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,9 fernhurst terrace college rd cork,,Cork,"�525,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,9 mervue crescent ballyvolane cork,,Cork,"�285,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,96 ardcollum ave artane dublin 5,Dublin 5,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,96 dorney court shankill dublin,Dublin 18,Dublin,"�375,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,99 st brigids place portlaoise laois,,Laois,"�100,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,ahaclare broadford clare,,Clare,"�256,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apartment 204 ballisodare town centre,,Sligo,"�85,000.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,apartment 22 villa nova mount merrion avenue blackrock,,Dublin,"�460,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apartment 6 glebe wicklow town,,Wicklow,"�160,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apartment murphys main street ballinrobe,,Mayo,"�40,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apartment rear ground floor return 6 merrion square,Dublin 15,Dublin,"�533,333.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 109 carrington park northwood dublin 9,Dublin 9,Dublin,"�262,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 19 block 7 riverwalk inner ring road waterford city,,Waterford,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 19 parkville court dublin rd,,Limerick,"�105,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 2 ardkean dunbur road wicklow,,Wicklow,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 226 cubes 7 beacon south quarter blackthorn rd dublin 18,Dublin 18,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 78 cp space 76 crosbies yard ossory rd dublin,Dublin 15,Dublin,"�296,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 9 watergold building douglas,,Cork,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,apt 12 ardilaun court sybill hill road,,Dublin,"�422,907.48",No,Yes,New Dwelling house /Apartment,
25/01/2019,ardristan tullow cavan,,Cavan,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,ballinakill rd abbeyleix laois,,Laois,"�126,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,ballybegley little newtowncunningham donegal,,Donegal,"�190,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,ballydavid littleton thurles,,Tipperary,"�132,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,ballygassheen nenagh tipperary,,Tipperary,"�135,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,ballylennon st johnston lifford,,Donegal,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,barrys cross ownagarry killorglin,,Kerry,"�105,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,block apt 4 woodford wheaton hall louth,,Louth,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,castlerahan ballyjamesduff cavan,,Cavan,"�190,000.00",No,Yes,New Dwelling house /Apartment,
25/01/2019,castlewhite waterfall near cork,,Cork,"�80,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,cedarwood rd waterpark carrigaline,,Cork,"�405,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,chantry ballysampson killinick,,Wexford,"�380,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,circle t ranch little rd dromiskin,,Louth,"�330,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,cloghanaculleen goleen skibbereen,,Cork,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,colliers lane kilminchy portlaoise,,Laois,"�362,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,cooltegin woodstown waterford,,Waterford,"�257,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,coon east county kilkenny,,Kilkenny,"�60,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,corrabeck belturbet cavan,,Cavan,"�305,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,curries carrick shannon roscommon,,Roscommon,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,doogra knockvicar boyle,,Roscommon,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,doon lodge rosscahill galway,,Galway,"�325,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,dublin rd nenagh tipperary,,Tipperary,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,dunrovin ballybro tagoat,,Wexford,"�155,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,el faro killane edenderry,,Offaly,"�88,333.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,el faro killane edenderry,,Offaly,"�73,333.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,feard kilbaha county clare,,Clare,"�77,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,hardwood aughrim galway,,Galway,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,hillcrest kilrush ballytore,,Kildare,"�315,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,hillview green fethard,,Tipperary,"�22,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/01/2019,kings rd kildysart clare,,Clare,"�158,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,knockanpower upper ring dungarvan,,Waterford,"�255,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,knockaunfargarve ballyduff upper waterford,,Waterford,"�268,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,knockeenduff killarney kerry,,Kerry,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,knockerra balkill road howth,Dublin 13,Dublin,"�1,120,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,knocklead wolfhill timahoe,,Laois,"�75,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2019,lanespark ballynonty thurles,,Tipperary,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,
