Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"08/02/2019","140 DEERPARK, ASHBOURNE, MEATH","","Meath","�293,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","140 LIOSCIAN, SWORDS, DUBLIN","","Dublin","�305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","15 FAIRLAWN PARK, FINGLAS SOUTH, DUBLIN 11","Dublin 11","Dublin","�217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","15 GORT NA COIRIBE, HEADFORD ROAD, GALWAY","","Galway","�266,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","15 Grangeabbey, Abbey Road, Monkstown","","Dublin","�563,876.65","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","15 The Close, Scholarstown Wood, Scholarstown Road","Dublin 16","Dublin","�462,555.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","151 KINGS COURT, PARNELL ST, DUBLIN","Dublin 1","Dublin","�290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","154 HOWTH RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","�1,250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","156 HARMONSTOWN RD, ARTANE, DUBLIN 5","Dublin 5","Dublin","�330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","16 Enderly, Cunningham Drive, Dalkey","","Dublin","�1,850,220.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","17 WEIR HOUSE RIVERVIEW, RICHMOND RD DUBLIN 3, DUBLIN 3","Dublin 3","Dublin","�237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","171 COMERAGH RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","�285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","18 SMITH VILLAS, YORK RD, DUN LAOGHAIRE","","Dublin","�202,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","18 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin","�432,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","18 TURVEY GROVE, DONABATE, DUBLIN","","Dublin","�320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","19 Ceathru an Tobair, The Sandpiper, Maree Road","","Galway","�305,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","19 GLENGARRIFF PARADE, PHIBSBOROUGH, DUBLIN","Dublin 7","Dublin","�485,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","190 ARDMORE DR, ARTANE, DUBLIN 5","Dublin 5","Dublin","�390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 ARDEEVIN, GARDINERS HILL, ST LUKES","","Cork","�509,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 ASH PARK HEATH, LUCAN, DUBLIN","","Dublin","�365,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 Cearng Chiarain, Sl� na Manach, Mungret","","Limerick","�254,465.37","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","2 CHAPEL LANE, AUGHRIM CO WICKLOW","","Wicklow","�185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 ELM HOUSE, MESPIL ESTATE, DUBLIN 2","Dublin 4","Dublin","�295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 Larkfield Dale, Clay Farm, Leopardstown","","Dublin","�480,176.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","2 MANOR CRESCENT, THORNBURY VIEW ROCHESTOWN, CORK","","Cork","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","2 NEW ABBEY, CASTLEMARTIN, KILCULLEN","","Kildare","�585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 BREMORE PASTURES AVE, BALBRIGGAN, DUBLIN","","Dublin","�210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 CARDY ROCK AVE, CARDY ROCK VIEW, BALBRIGGAN","","Dublin","�230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 Ceathru an Tobair, The Sandpiper, Maree Road","","Galway","�305,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","20 Grange Park, Dunshaughlin","","Meath","�396,475.77","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","20 NEWHAVEN AVE, BALBRIGGAN, DUBLIN","","Dublin","�199,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 SHANDON CRESCENT, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","�500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","20 THE CLOSE, MARYBOROUGH RIDGE, CORK","","Cork","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","21 BLACKROCK DR, BALLYBOFEY, DONEGAL","","Donegal","�138,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","21 MURMONT AVE, MONTENOTTE, CORK","","Cork","�265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","22 CHESTNUT GROVE, CASTLEBAR, MAYO","","Mayo","�128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","23  Glashaboy Woods, Riverstown Upper, Glanmire","","Cork","�374,449.33","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","23 WOODVIEW, CAHIR, TIPPERARY","","Tipperary","�115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","23B THE GABLES, BALLYSIMON, THE GABLES","","Limerick","�70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","24-27 Collinstown Grove, Clondalkin","Dublin 22","Dublin","�100,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","24 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","25 Beltree Avenue, Beltree, Clongriffin","Dublin 13","Dublin","�338,834.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","26 SHANVARNA RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","�244,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","27 Castlewellan Park, Aghards Road, Celbridge","","Kildare","�400,881.05","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","27 OAK DRIVE, ROYAL OAK, SANTRY","Dublin 9","Dublin","�320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","27 ROSEVILLE COURT, DUBLIN RD, BRAY","","Wicklow","�300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","27A MILLBROOK RD, KILBARRACK, DUBLIN 13","Dublin 13","Dublin","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","28 ARDAMINE GROVE, ARDAMINE, WEXFORD","","Wexford","�155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","29 FRANKFORT AVE, RATHGAR, DUBLIN 6","Dublin 6","Dublin","�850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","29 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin","�310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 DENIS QUAY, KINSALE, CORK","","Cork","�1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 Millquarter, Knockmullen, Gorey","","Wexford","�262,600.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","3 Rathmill Glen, Rathmill Manor, Rathcoole","","Dublin","�348,018.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","3 ROCKWOOD CRESCENT, ROCKWOOD PARADE, SLIGO","","Sligo","�65,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 SANDYFORD HALL GROVE, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","�447,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 ST JOHNS TERRACE, MILL PARK RD, ENNISCORTHY","","Wexford","�263,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 THE LINNETT, BARNAGEERAGH COVE, SKERRIES","","Dublin","�358,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","3 THOMAS ST, DUNDALK, LOUTH","","Louth","�127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","31 ANNFIELD DR, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","�267,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","31 St Pancras Avenue, Mount Tallant Avenue, Terenure","Dublin 6w","Dublin","�801,762.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","32 ESKER MANOR LUCAN, DUBLIN","","Dublin","�204,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","32 GORT NA GLAISE, SANDY RD, GALWAY","","Galway","�275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","33 RORY O'CONNOR PLACE, ARKLOW, CO WICKLOW","","Wicklow","�157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","34 BOWBRIDGE PLACE, DUBLIN 8","Dublin 8","Dublin","�280,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","34 THE PADDOCKS SQ, LUCAN, DUBLIN","","Dublin","�272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","35 RADHARC AN CHAISLAIN, CARAGH RD, NAAS","","Kildare","�202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","35 WOODLAWN PARK DR, FIRHOUSE, DUBLIN","Dublin 24","Dublin","�381,155.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","36 BOWBRIDGE PLACE, DUBLIN 8","Dublin 8","Dublin","�280,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","37 Chestnut Drive, Rath Ullard, New Orchard Road","","Kilkenny","�351,542.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","37 SYNGE ST, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","�1,400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","39 Ashfield Avenue, Ridgewood, Swords","","Dublin","�356,380.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","4 GLENTWORTH PARK, ARD NA GREINE, MALAHIDE RD DUBLIN 13","Dublin 13","Dublin","�360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","4 MARTINS LANE, ARKLOW, WICKLOW","","Wicklow","�120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","40 CLOUGH DILLANS, KEENAGH, LONGFORD","","Longford","�150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","40 CREMORE HEIGHTS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","�365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","40 THE CRESCENT, KILTERAGH, DOORADOYLE","","Limerick","�240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","42 Seagreen Gate, Blacklion Manor, Greystones","","Wicklow","�484,581.50","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","44 ANNFIELD CRESCENT, CARPENTERSTOWN, DUBLIN 15","Dublin 15","Dublin","�289,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","44 THE WELLINGTON, RIVERPARK APTS, CONYNGHAM RD DUBLIN 8","Dublin 8","Dublin","�352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","46 FORTUNE WALK, CITYWEST, SAGGART","Dublin 24","Dublin","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","46 Glenheron View, Glenheron, Greystones","","Wicklow","�440,484.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","49 SOUTHBAY POINT, ROSSLARE, COUNTY WEXFORD","","Wexford","�117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","5 Forest Walk, Gurtnahomna More, Castlemartyr","","Cork","�122,466.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","5 MARINE COURT, MARYS ST, WATERFORD","","Waterford","�90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","5 MILLCOURT DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","5 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","�560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","5 RAILWAY SQ, WATERFORD","","Waterford","�47,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","50 ROSEWOOD, JOHNSWELL RD, KILKENNY","","Kilkenny","�175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","53 CHURCHFIELDS, MILLTOWN, DUBLIN 14","Dublin 14","Dublin","�700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","55 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin","�302,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","57 KIMMAGE GROVE, KIMMAGE, DUBLIN 6W","","Dublin","�380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","58 CASTLETOWN DR, CELBRIDGE, KILDARE","","Kildare","�290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","58 HOLLYBANK AVE LOWER, RANELAGH, DUBLIN 6","Dublin 6","Dublin","�882,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","58 THE SQUARE, LARCH HILL, DUBLIN 17","Dublin 17","Dublin","�223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","6 BRACKENWOOD LANE, FLEMINGTON, BALBRIGGAN","","Dublin","�175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","6 FRAUN HILL, SWINFORD, MAYO","","Mayo","�140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","6 SHANNON GROVE, BALLYLEAGUE, ROSCOMMON","","Roscommon","�160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","6 TAYLORS COURT, ROSARY LANE, TAYLORS HILL","","Galway","�286,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","60 ROSEVALE, CASTLEBLAYNEY, MONAGHAN","","Monaghan","�127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","65 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN","Dublin 11","Dublin","�156,563.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","66 BROADFIELD HALL, TALLAGHT CROSS EAST, TALLAGHT DUBLIN 24","Dublin 24","Dublin","�282,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","67 RATH LODGE, ASHBOURNE, MEATH","","Meath","�261,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","69 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN","Dublin 11","Dublin","�156,563.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","69 HOLYWELL DRIVE, GORSEHILL, SWORDS","","Dublin","�235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","6A DEVON PARK, LOWER SALTHILL, GALWAY","","Galway","�440,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","7 AN BAILE GLAS, ST BRENDANS RD, PORTUMNA","","Galway","�140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 CEDARBROOK AVE, CHERRY ORCHARD, DUBLIN 10","Dublin 10","Dublin","�196,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 ELMGROVE, SALLYBROOK, GLANMIRE","","Cork","�260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 HARBOUR ST, MULLINGAR, WESTMEATH","","Westmeath","�220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 LEANA NA CILLE, KILLKERRIN, BALLINASLOE","","Galway","�120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 PAIRC NAOMH EOIN, GOLEEN, CO CORK","","Cork","�72,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 ST ANNES TCE, SLIGO, SLIGO","","Sligo","�110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 THE COTTAGES, DRUMANY, LETTERKENNY","","Donegal","�54,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","7 THE SPIRES TERMONFECKIN, TERMONFECKIN, LOUTH","","Louth","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","71 Drynam Avenue, Kettle's Lane, Kinsealy","","Dublin","�268,722.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","75 Drynam Avenue, Kettles Lane, Kinsealy","","Dublin","�312,926.83","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","77 Drynam Avenue, Kettles Lane, Kinsealy","","Dublin","�295,154.18","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","78 HOLLYBROOK RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","�680,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","8 BAY VIEW, LAHINCH, CLARE","","Clare","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","8 Elder Heath Downs, Elder Heath, Kiltipper Road","","Dublin","�275,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","8 OLD MUIRHEVNA, DUBLIN RD, DUNDALK","","Louth","�241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","81 BROOKSIDE, BETTYSTOWN, MEATH","","Meath","�233,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","81 Drynam Avenue, Kettle's Lane, Kinsealy","","Dublin","�335,000.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","84 THE CASINO, MALAHIDE, DUBLIN","","Dublin","�405,286.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","85 Drynam Avenue, Kettles Lane, Kinsealy","","Dublin","�352,432.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2019","86 Monalin  Wicklow Hills, Newtownmountkennedy","","Wicklow","�229,076.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","88 DALCASSIAN DOWNS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin","�419,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","9 OFFALY ST, ATHY, KILDARE","","Kildare","�97,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","9 ORCHARD WAY, BALLYDRIBEEN, KERRY","","Kerry","�210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","9 SEAVIEW ESTATE LAYTOWN, CO. MEATH","","Meath","�150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","94 EDEN VILLAS, GLASTHULE, CO DUBLIN","","Dublin","�425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","98 MONVOY VALLEY, TRAMORE, CO WATERFORD","","Waterford","�154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","AASLEAGH, 25 CASTLEOWEN, BLARNEY","","Cork","�350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","AGHANRUSH, KILLEIGH, OFFALY","","Offaly","�262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","ALTNAPASTE, BALLYBOFEY, DONEGAL","","Donegal","�125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","AN GRIANAN, BALLYGAR, GALWAY","","Galway","�137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APARTMENT 19, ARDILAUN COURT, CLONTARF","Dublin 3","Dublin","�453,744.00","No","Yes","New Dwelling house /Apartment",""
"08/02/2019","APARTMENT 1, 17 MAIN ST, RAHENY","Dublin 5","Dublin","�550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APARTMENT 6, OCEAN COURT, COURTOWN","","Wexford","�144,900.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 1 17 DOUGLAS ST, CORK, CORK","","Cork","�870,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 10, BALLYBUNNNION HOLIDAY APTS, MAIN ST BALLYBUNNION","","Kerry","�50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 11 BLOCK E1, THE STOCKYEAR THE STEELWORKS, FOLEY ST DUBLIN 1","Dublin 1","Dublin","�255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 18, ROSSGROVE COURT, WATERFORD","","Waterford","�87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 19 AN CIMIN MOR, CAPPAGH RD, BARNA","","Galway","�195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 24 WELLMOUNT, STUDENT ACCOMMODATION, ATHLONE","","Westmeath","�100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 2, BERWICK HOUSE, GREAT WILLIAM OBRIEN ST","","Cork","�700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 36, THE SALTINGS, ANNAGASSAN","","Louth","�178,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 4, 18 DAVIS STREET, MALLOW","","Cork","�72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 4, CATHEDRAL VIEW, ST LELIA ST","","Limerick","�95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 5 FR MCWEY BLOCK, FR JOHN MCWEY ST, EDENDERRY","","Offaly","�55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 5 NEWPARK, NEWTOWNPARK AVE, BLACKROCK","","Dublin","�290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 6 NEWTOWN PARK HOUSE, NEWTOWN, WATERFORD","","Waterford","�110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","APT 6, 64 MOUNT JOY SQ WEST, DUBLIN 1","Dublin 1","Dublin","�257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BALLOUGHTON, WELLINGTONBIDGE, COUNTY WEXFORD","","Wexford","�79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BALLYCARRIGEEN, FERNS, ENNISCORTHY","","Wexford","�138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BARRACK ST, BALLYMACARBERY, CLONMEL","","Waterford","�83,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BAYSWELL, CROSSPATRICK, VIA THURLES","","Kilkenny","�318,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BELLFIELD, DOONCAHA, TARBERT","","Kerry","�230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BOLEYROE, KILLIMOR, BALLINASLOE","","Galway","�40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BOWENS CROSS, BALLYGARVAN, CORK","","Cork","�340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","BUNANERAGHTISH, ARDAGH, BALLINA","","Mayo","�90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CAMROSS, PORTLAOISE, LAOIS","","Laois","�320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CARHRUE, TIMOLEAGUE, BANDON","","Cork","�437,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CASTLEFORE, KESHCARRIGAN, CO LEITRIM","","Leitrim","�182,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CHAPEL HILL, DUNDALK ST, CARLINGFORD","","Louth","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CHESTNUT GROVE, HORTLAND, DONADEA","","Kildare","�702,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CLOONART NORTH, BORNACOOLA, COUNTY LONGFORD","","Longford","�154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CLOOSH, KINVARA, CO GALWAY","","Galway","�169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","COOLYHUNE, ST MULLINS, VIA KILKENNY","","Carlow","�295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","CORCAGHAN, STRANOODON, COUNTY MONAGHAN","","Monaghan","�45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","DRIM, MOUNTRATH, LAOIS","","Laois","�95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","DUNBAR HOUSE, ALPHONSUS RD, DUNDALK","","Louth","�575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","FANAGHAN, INVER, DONEGAL","","Donegal","�79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","FAOISEAMH, MURRISKNABOL, MURRISK","","Mayo","�335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","FAUGHER, GLENCOLMCILLE, DONEGAL","","Donegal","�96,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","FIONNRADHARC, THE BAILY, HOWTH","Dublin 13","Dublin","�995,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","FLAT 2 SUPPLE PARK, MAIN STREET, DUNSHAUGHLIN","","Meath","�215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","GLASCLOON, DOONBEG, CLARE","","Clare","�180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","GLASSHOUSE, SHINRONE, BIRR","","Offaly","�210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","GUBAVEENEY, BLACKLION, CAVAN","","Cavan","�135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","KILLYCARNEY, BLACKLION, CO CAVAN","","Cavan","�90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","KINGNAGARBERT, LARAH, STRADORE","","Cavan","�80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","KNOCKNAGREE, MALLOW, CORK","","Cork","�93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","LISSATAVA, HOLLYMOUNT, CO. MAYO","","Mayo","�25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","LUCAS HOUSE, CHURCH STREET, KILLALOE","","Clare","�45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","MARLBOG RD, HAGGARDSTOWN, DUNDALK LOUTH","","Louth","�197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2019","MEADOWVIEW BALLAGH, NEWTOWNFORBES, LONGFORD","","Longford","�250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
